ts_iso,container,stream,message
 2025-09-12T00:01:27.000000101Z ,nginx, stdout , 172.17.0.21 - - [2025/09/12:00:01:27 +0000]   GET /health HTTP/1.1   200 1621   -     Mozilla/5.0  
 2025-09-12T00:01:27.000000439Z ,nginx, stdout , 172.17.0.233 - - [2025/09/12:00:01:27 +0000]   GET /static/logo.png HTTP/1.1   200 749   -     k6/0.50  
 2025-09-12T00:01:27.000000622Z ,app, stdout , INFO request handled ok 175
 2025-09-12T00:01:27.000000805Z ,app, stdout , INFO request handled ok 174
 2025-09-12T00:01:27.000000818Z ,nginx, stdout , 172.17.0.32 - - [2025/09/12:00:01:27 +0000]   GET /login HTTP/1.1   404 263   -     curl/8.4.0  
 2025-09-12T00:01:28.000000071Z ,nginx, stdout , 172.17.0.41 - - [2025/09/12:00:01:28 +0000]   GET /api HTTP/1.1   200 398   -     Go-http-client/1.1  
 2025-09-12T00:01:28.000000113Z ,app, stdout , INFO request handled ok 176
 2025-09-12T00:01:28.000000222Z ,nginx, stdout , 172.17.0.69 - - [2025/09/12:00:01:28 +0000]   GET /notfound HTTP/1.1   200 1206   -     curl/8.4.0  
 2025-09-12T00:01:28.000000325Z ,nginx, stdout , 172.17.0.126 - - [2025/09/12:00:01:28 +0000]   GET /notfound HTTP/1.1   200 881   -     curl/8.4.0  
 2025-09-12T00:01:28.000000752Z ,app, stdout , INFO request handled ok 177
 2025-09-12T00:01:29.000000118Z ,app, stdout , INFO request handled ok 179
 2025-09-12T00:01:29.000000339Z ,nginx, stdout , 172.17.0.65 - - [2025/09/12:00:01:29 +0000]   GET /health HTTP/1.1   200 741   -     curl/8.4.0  
 2025-09-12T00:01:29.000000405Z ,app, stdout , INFO request handled ok 178
 2025-09-12T00:01:29.000000473Z ,nginx, stdout , 172.17.0.222 - - [2025/09/12:00:01:29 +0000]   GET /notfound HTTP/1.1   200 2009   -     curl/8.4.0  
 2025-09-12T00:01:29.000000937Z ,nginx, stdout , 172.17.0.48 - - [2025/09/12:00:01:29 +0000]   GET / HTTP/1.1   200 757   -     Mozilla/5.0  
 2025-09-12T00:01:30.000000015Z ,app, stdout , INFO request handled ok 181
 2025-09-12T00:01:30.000000390Z ,nginx, stdout , 172.17.0.144 - - [2025/09/12:00:01:30 +0000]   GET /login HTTP/1.1   200 1934   -     curl/8.4.0  
 2025-09-12T00:01:30.000000605Z ,nginx, stdout , 172.17.0.96 - - [2025/09/12:00:01:30 +0000]   GET /api HTTP/1.1   200 1718   -     Mozilla/5.0  
 2025-09-12T00:01:30.000000688Z ,app, stdout , INFO request handled ok 180
 2025-09-12T00:01:30.000000992Z ,nginx, stdout , 172.17.0.138 - - [2025/09/12:00:01:30 +0000]   GET /notfound HTTP/1.1   200 1500   -     Go-http-client/1.1  
 2025-09-12T00:01:31.000000384Z ,nginx, stdout , 172.17.0.80 - - [2025/09/12:00:01:31 +0000]   GET / HTTP/1.1   200 1558   -     k6/0.50  
 2025-09-12T00:01:31.000000749Z ,nginx, stdout , 172.17.0.57 - - [2025/09/12:00:01:31 +0000]   GET /static/logo.png HTTP/1.1   200 260   -     curl/8.4.0  
 2025-09-12T00:01:31.000000882Z ,app, stdout , INFO request handled ok 183
 2025-09-12T00:01:31.000000886Z ,app, stdout , INFO request handled ok 182
 2025-09-12T00:01:31.000000995Z ,nginx, stdout , 172.17.0.2 - - [2025/09/12:00:01:31 +0000]   GET / HTTP/1.1   200 140   -     Mozilla/5.0  
 2025-09-12T00:01:32.000000067Z ,nginx, stdout , 172.17.0.110 - - [2025/09/12:00:01:32 +0000]   GET /static/logo.png HTTP/1.1   200 130   -     curl/8.4.0  
 2025-09-12T00:01:32.000000239Z ,app, stderr , ERROR fatal: cannot allocate resource
 2025-09-12T00:01:32.000000547Z ,app, stdout , INFO request handled ok 184
 2025-09-12T00:01:32.000000861Z ,nginx, stdout , 172.17.0.37 - - [2025/09/12:00:01:32 +0000]   GET /static/logo.png HTTP/1.1   200 565   -     Go-http-client/1.1  
 2025-09-12T00:01:32.000000984Z ,nginx, stdout , 172.17.0.196 - - [2025/09/12:00:01:32 +0000]   GET /notfound HTTP/1.1   200 31   -     k6/0.50  
 2025-09-12T00:01:33.000000313Z ,nginx, stdout , 172.17.0.96 - - [2025/09/12:00:01:33 +0000]   GET /health HTTP/1.1   200 1421   -     Go-http-client/1.1  
 2025-09-12T00:01:33.000000397Z ,nginx, stdout , 172.17.0.186 - - [2025/09/12:00:01:33 +0000]   GET /api HTTP/1.1   200 568   -     k6/0.50  
 2025-09-12T00:01:33.000000474Z ,app, stdout , INFO request handled ok 186
 2025-09-12T00:01:33.000000841Z ,app, stdout , INFO request handled ok 187
 2025-09-12T00:01:33.000000899Z ,nginx, stdout , 172.17.0.32 - - [2025/09/12:00:01:33 +0000]   GET /notfound HTTP/1.1   200 378   -     curl/8.4.0  
 2025-09-12T00:01:34.000000772Z ,nginx, stdout , 172.17.0.241 - - [2025/09/12:00:01:34 +0000]   GET /notfound HTTP/1.1   200 1772   -     curl/8.4.0  
 2025-09-12T00:01:34.000000802Z ,nginx, stdout , 172.17.0.82 - - [2025/09/12:00:01:34 +0000]   GET / HTTP/1.1   200 622   -     Go-http-client/1.1  
 2025-09-12T00:01:34.000000820Z ,app, stdout , INFO request handled ok 189
 2025-09-12T00:01:34.000000844Z ,app, stdout , INFO request handled ok 188
 2025-09-12T00:01:34.000000860Z ,nginx, stdout , 172.17.0.231 - - [2025/09/12:00:01:34 +0000]   GET /health HTTP/1.1   404 1238   -     k6/0.50  
 2025-09-12T00:01:35.000000150Z ,nginx, stdout , 172.17.0.36 - - [2025/09/12:00:01:35 +0000]   GET /static/logo.png HTTP/1.1   200 1669   -     curl/8.4.0  
 2025-09-12T00:01:35.000000359Z ,nginx, stdout , 172.17.0.148 - - [2025/09/12:00:01:35 +0000]   GET /api HTTP/1.1   200 295   -     Mozilla/5.0  
 2025-09-12T00:01:35.000000585Z ,app, stdout , INFO request handled ok 190
 2025-09-12T00:01:35.000000596Z ,app, stdout , INFO request handled ok 191
 2025-09-12T00:01:35.000000930Z ,nginx, stdout , 172.17.0.100 - - [2025/09/12:00:01:35 +0000]   GET / HTTP/1.1   200 805   -     k6/0.50  
 2025-09-12T00:01:36.000000360Z ,nginx, stdout , 172.17.0.3 - - [2025/09/12:00:01:36 +0000]   GET /notfound HTTP/1.1   200 543   -     k6/0.50  
 2025-09-12T00:01:36.000000393Z ,nginx, stdout , 172.17.0.237 - - [2025/09/12:00:01:36 +0000]   GET /notfound HTTP/1.1   200 98   -     k6/0.50  
 2025-09-12T00:01:36.000000412Z ,app, stdout , INFO request handled ok 192
 2025-09-12T00:01:36.000000524Z ,app, stdout , INFO request handled ok 193
 2025-09-12T00:01:36.000000590Z ,nginx, stdout , 172.17.0.85 - - [2025/09/12:00:01:36 +0000]   GET /static/logo.png HTTP/1.1   200 251   -     curl/8.4.0  
 2025-09-12T00:01:37.000000040Z ,nginx, stdout , 172.17.0.236 - - [2025/09/12:00:01:37 +0000]   GET /api HTTP/1.1   200 1839   -     Go-http-client/1.1  
 2025-09-12T00:01:37.000000134Z ,app, stdout , INFO request handled ok 194
 2025-09-12T00:01:37.000000208Z ,nginx, stdout , 172.17.0.189 - - [2025/09/12:00:01:37 +0000]   GET /health HTTP/1.1   200 897   -     k6/0.50  
 2025-09-12T00:01:37.000000561Z ,nginx, stdout , 172.17.0.95 - - [2025/09/12:00:01:37 +0000]   GET /api HTTP/1.1   200 1666   -     Go-http-client/1.1  
 2025-09-12T00:01:37.000000719Z ,app, stdout , INFO request handled ok 195
 2025-09-12T00:01:38.000000319Z ,nginx, stdout , 172.17.0.105 - - [2025/09/12:00:01:38 +0000]   GET /static/logo.png HTTP/1.1   200 1974   -     Go-http-client/1.1  
 2025-09-12T00:01:38.000000481Z ,app, stdout , INFO request handled ok 196
 2025-09-12T00:01:38.000000748Z ,app, stdout , INFO request handled ok 197
 2025-09-12T00:01:38.000000809Z ,nginx, stdout , 172.17.0.215 - - [2025/09/12:00:01:38 +0000]   GET /health HTTP/1.1   404 412   -     Mozilla/5.0  
 2025-09-12T00:01:38.000000852Z ,nginx, stdout , 172.17.0.15 - - [2025/09/12:00:01:38 +0000]   GET /notfound HTTP/1.1   404 1038   -     Go-http-client/1.1  
 2025-09-12T00:01:39.000000027Z ,nginx, stdout , 172.17.0.40 - - [2025/09/12:00:01:39 +0000]   GET /api HTTP/1.1   200 1220   -     k6/0.50  
 2025-09-12T00:01:39.000000048Z ,nginx, stdout , 172.17.0.202 - - [2025/09/12:00:01:39 +0000]   GET /health HTTP/1.1   200 656   -     k6/0.50  
 2025-09-12T00:01:39.000000132Z ,app, stdout , INFO request handled ok 199
 2025-09-12T00:01:39.000000160Z ,app, stdout , INFO request handled ok 198
 2025-09-12T00:01:39.000000985Z ,nginx, stdout , 172.17.0.215 - - [2025/09/12:00:01:39 +0000]   GET /health HTTP/1.1   200 1242   -     Mozilla/5.0  
 2025-09-12T00:01:40.000000078Z ,app, stdout , INFO request handled ok 200
 2025-09-12T00:01:40.000000490Z ,nginx, stdout , 172.17.0.124 - - [2025/09/12:00:01:40 +0000]   GET /login HTTP/1.1   404 2001   -     Go-http-client/1.1  
 2025-09-12T00:01:40.000000635Z ,nginx, stdout , 172.17.0.74 - - [2025/09/12:00:01:40 +0000]   GET /api HTTP/1.1   404 992   -     Mozilla/5.0  
 2025-09-12T00:01:40.000000842Z ,app, stdout , INFO request handled ok 201
 2025-09-12T00:01:40.000000957Z ,nginx, stdout , 172.17.0.115 - - [2025/09/12:00:01:40 +0000]   GET /notfound HTTP/1.1   200 159   -     curl/8.4.0  
 2025-09-12T00:01:41.000000051Z ,nginx, stdout , 172.17.0.170 - - [2025/09/12:00:01:41 +0000]   GET /health HTTP/1.1   500 1901   -     Mozilla/5.0  
 2025-09-12T00:01:41.000000115Z ,nginx, stdout , 172.17.0.121 - - [2025/09/12:00:01:41 +0000]   GET /api HTTP/1.1   200 1131   -     curl/8.4.0  
 2025-09-12T00:01:41.000000310Z ,app, stdout , INFO request handled ok 202
 2025-09-12T00:01:41.000000646Z ,app, stdout , INFO request handled ok 203
 2025-09-12T00:01:41.000000729Z ,nginx, stdout , 172.17.0.4 - - [2025/09/12:00:01:41 +0000]   GET /notfound HTTP/1.1   200 1115   -     Go-http-client/1.1  
 2025-09-12T00:01:42.000000265Z ,app, stdout , INFO request handled ok 204
 2025-09-12T00:01:42.000000341Z ,app, stdout , INFO request handled ok 205
 2025-09-12T00:01:42.000000557Z ,nginx, stdout , 172.17.0.246 - - [2025/09/12:00:01:42 +0000]   GET / HTTP/1.1   200 973   -     curl/8.4.0  
 2025-09-12T00:01:42.000000635Z ,nginx, stdout , 172.17.0.190 - - [2025/09/12:00:01:42 +0000]   GET / HTTP/1.1   200 1303   -     Go-http-client/1.1  
 2025-09-12T00:01:42.000000727Z ,nginx, stdout , 172.17.0.141 - - [2025/09/12:00:01:42 +0000]   GET /api HTTP/1.1   200 659   -     curl/8.4.0  
 2025-09-12T00:01:43.000000051Z ,app, stdout , INFO request handled ok 206
 2025-09-12T00:01:43.000000138Z ,app, stdout , INFO request handled ok 207
 2025-09-12T00:01:43.000000299Z ,nginx, stdout , 172.17.0.50 - - [2025/09/12:00:01:43 +0000]   GET /api HTTP/1.1   200 856   -     k6/0.50  
 2025-09-12T00:01:43.000000523Z ,nginx, stdout , 172.17.0.245 - - [2025/09/12:00:01:43 +0000]   GET /api HTTP/1.1   200 897   -     k6/0.50  
 2025-09-12T00:01:43.000000873Z ,nginx, stdout , 172.17.0.204 - - [2025/09/12:00:01:43 +0000]   GET /api HTTP/1.1   404 411   -     Mozilla/5.0  
 2025-09-12T00:01:44.000000495Z ,app, stdout , INFO request handled ok 209
 2025-09-12T00:01:44.000000617Z ,nginx, stdout , 172.17.0.182 - - [2025/09/12:00:01:44 +0000]   GET /health HTTP/1.1   200 285   -     Mozilla/5.0  
 2025-09-12T00:01:44.000000631Z ,app, stdout , INFO request handled ok 208
 2025-09-12T00:01:44.000000751Z ,nginx, stdout , 172.17.0.165 - - [2025/09/12:00:01:44 +0000]   GET /api HTTP/1.1   200 886   -     Mozilla/5.0  
 2025-09-12T00:01:44.000000922Z ,nginx, stdout , 172.17.0.11 - - [2025/09/12:00:01:44 +0000]   GET /api HTTP/1.1   200 455   -     Go-http-client/1.1  
 2025-09-12T00:01:45.000000342Z ,nginx, stdout , 172.17.0.5 - - [2025/09/12:00:01:45 +0000]   GET /notfound HTTP/1.1   200 676   -     curl/8.4.0  
 2025-09-12T00:01:45.000000579Z ,app, stdout , INFO request handled ok 211
 2025-09-12T00:01:45.000000598Z ,nginx, stdout , 172.17.0.3 - - [2025/09/12:00:01:45 +0000]   GET /api HTTP/1.1   404 1351   -     Mozilla/5.0  
 2025-09-12T00:01:45.000000810Z ,nginx, stdout , 172.17.0.165 - - [2025/09/12:00:01:45 +0000]   GET / HTTP/1.1   200 807   -     Mozilla/5.0  
 2025-09-12T00:01:45.000000972Z ,app, stdout , INFO request handled ok 210
 2025-09-12T00:01:46.000000159Z ,app, stdout , INFO request handled ok 212
 2025-09-12T00:01:46.000000360Z ,nginx, stdout , 172.17.0.162 - - [2025/09/12:00:01:46 +0000]   GET /api HTTP/1.1   200 1110   -     curl/8.4.0  
 2025-09-12T00:01:46.000000469Z ,nginx, stdout , 172.17.0.190 - - [2025/09/12:00:01:46 +0000]   GET / HTTP/1.1   200 1423   -     k6/0.50  
 2025-09-12T00:01:46.000000582Z ,nginx, stdout , 172.17.0.156 - - [2025/09/12:00:01:46 +0000]   GET /api HTTP/1.1   404 700   -     Mozilla/5.0  
 2025-09-12T00:01:46.000000722Z ,app, stdout , INFO request handled ok 213
 2025-09-12T00:01:47.000000004Z ,nginx, stdout , 172.17.0.163 - - [2025/09/12:00:01:47 +0000]   GET /notfound HTTP/1.1   200 375   -     Mozilla/5.0  
 2025-09-12T00:01:47.000000107Z ,app, stdout , INFO request handled ok 215
 2025-09-12T00:01:47.000000474Z ,nginx, stdout , 172.17.0.44 - - [2025/09/12:00:01:47 +0000]   GET /api HTTP/1.1   200 660   -     curl/8.4.0  
 2025-09-12T00:01:47.000000824Z ,app, stdout , INFO request handled ok 214
 2025-09-12T00:01:47.000000897Z ,nginx, stdout , 172.17.0.202 - - [2025/09/12:00:01:47 +0000]   GET /api HTTP/1.1   200 1795   -     curl/8.4.0  
 2025-09-12T00:01:48.000000133Z ,nginx, stdout , 172.17.0.189 - - [2025/09/12:00:01:48 +0000]   GET /login HTTP/1.1   200 1056   -     Mozilla/5.0  
 2025-09-12T00:01:48.000000193Z ,app, stdout , INFO request handled ok 216
 2025-09-12T00:01:48.000000213Z ,app, stdout , INFO request handled ok 217
 2025-09-12T00:01:48.000000450Z ,nginx, stdout , 172.17.0.220 - - [2025/09/12:00:01:48 +0000]   GET /api HTTP/1.1   404 1750   -     Mozilla/5.0  
 2025-09-12T00:01:48.000000623Z ,nginx, stdout , 172.17.0.69 - - [2025/09/12:00:01:48 +0000]   GET / HTTP/1.1   200 293   -     Mozilla/5.0  
 2025-09-12T00:01:49.000000126Z ,app, stdout , INFO request handled ok 219
 2025-09-12T00:01:49.000000142Z ,nginx, stdout , 172.17.0.132 - - [2025/09/12:00:01:49 +0000]   GET /health HTTP/1.1   404 1830   -     Go-http-client/1.1  
 2025-09-12T00:01:49.000000148Z ,nginx, stdout , 172.17.0.72 - - [2025/09/12:00:01:49 +0000]   GET /notfound HTTP/1.1   200 1980   -     Go-http-client/1.1  
 2025-09-12T00:01:49.000000194Z ,app, stdout , INFO request handled ok 218
 2025-09-12T00:01:49.000000711Z ,nginx, stdout , 172.17.0.10 - - [2025/09/12:00:01:49 +0000]   GET / HTTP/1.1   200 860   -     Mozilla/5.0  
 2025-09-12T00:01:50.000000101Z ,nginx, stdout , 172.17.0.139 - - [2025/09/12:00:01:50 +0000]   GET /notfound HTTP/1.1   200 1302   -     k6/0.50  
 2025-09-12T00:01:50.000000197Z ,nginx, stdout , 172.17.0.94 - - [2025/09/12:00:01:50 +0000]   GET /api HTTP/1.1   200 727   -     Mozilla/5.0  
 2025-09-12T00:01:50.000000439Z ,app, stdout , INFO request handled ok 220
 2025-09-12T00:01:50.000000573Z ,app, stdout , INFO request handled ok 221
 2025-09-12T00:01:50.000000946Z ,nginx, stdout , 172.17.0.164 - - [2025/09/12:00:01:50 +0000]   GET /health HTTP/1.1   200 1869   -     curl/8.4.0  
 2025-09-12T00:01:51.000000084Z ,nginx, stdout , 172.17.0.112 - - [2025/09/12:00:01:51 +0000]   GET /health HTTP/1.1   404 1417   -     Mozilla/5.0  
 2025-09-12T00:01:51.000000177Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:01:51.000000438Z ,app, stdout , INFO request handled ok 223
 2025-09-12T00:01:51.000000775Z ,app, stderr , FATAL fatal: cannot allocate resource
 2025-09-12T00:01:51.000000994Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:01:52.000000099Z ,nginx, stdout , 172.17.0.197 - - [2025/09/12:00:01:52 +0000]   GET /login HTTP/1.1   200 332   -     k6/0.50  
 2025-09-12T00:01:52.000000249Z ,nginx, stdout , 172.17.0.251 - - [2025/09/12:00:01:52 +0000]   GET / HTTP/1.1   200 22   -     curl/8.4.0  
 2025-09-12T00:01:52.000000308Z ,nginx, stdout , 172.17.0.93 - - [2025/09/12:00:01:52 +0000]   GET /health HTTP/1.1   200 183   -     curl/8.4.0  
 2025-09-12T00:01:52.000000399Z ,app, stdout , INFO request handled ok 225
 2025-09-12T00:01:52.000000977Z ,app, stdout , INFO request handled ok 224
 2025-09-12T00:01:53.000000127Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:01:53.000000275Z ,nginx, stdout , 172.17.0.98 - - [2025/09/12:00:01:53 +0000]   GET /health HTTP/1.1   200 646   -     curl/8.4.0  
 2025-09-12T00:01:53.000000638Z ,app, stdout , INFO request handled ok 227
 2025-09-12T00:01:53.000000689Z ,app, stdout , WARN slow query detected
 2025-09-12T00:01:53.000000991Z ,nginx, stdout , 172.17.0.122 - - [2025/09/12:00:01:53 +0000]   GET /api HTTP/1.1   200 1521   -     Go-http-client/1.1  
 2025-09-12T00:01:54.000000162Z ,app, stdout , INFO request handled ok 228
 2025-09-12T00:01:54.000000294Z ,nginx, stdout , 172.17.0.140 - - [2025/09/12:00:01:54 +0000]   GET /health HTTP/1.1   200 333   -     Go-http-client/1.1  
 2025-09-12T00:01:54.000000343Z ,nginx, stdout , 172.17.0.132 - - [2025/09/12:00:01:54 +0000]   GET /static/logo.png HTTP/1.1   200 438   -     k6/0.50  
 2025-09-12T00:01:54.000000609Z ,app, stdout , INFO request handled ok 229
 2025-09-12T00:01:54.000000963Z ,nginx, stdout , 172.17.0.23 - - [2025/09/12:00:01:54 +0000]   GET /login HTTP/1.1   200 1483   -     Mozilla/5.0  
 2025-09-12T00:01:55.000000083Z ,app, stdout , INFO request handled ok 231
 2025-09-12T00:01:55.000000165Z ,nginx, stdout , 172.17.0.172 - - [2025/09/12:00:01:55 +0000]   GET /health HTTP/1.1   200 909   -     curl/8.4.0  
 2025-09-12T00:01:55.000000650Z ,nginx, stdout , 172.17.0.112 - - [2025/09/12:00:01:55 +0000]   GET /login HTTP/1.1   404 64   -     curl/8.4.0  
 2025-09-12T00:01:55.000000848Z ,nginx, stdout , 172.17.0.241 - - [2025/09/12:00:01:55 +0000]   GET /api HTTP/1.1   200 1723   -     curl/8.4.0  
 2025-09-12T00:01:55.000000881Z ,app, stdout , INFO request handled ok 230
 2025-09-12T00:01:56.000000174Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:01:56.000000188Z ,nginx, stdout , 172.17.0.119 - - [2025/09/12:00:01:56 +0000]   GET /health HTTP/1.1   500 85   -     Mozilla/5.0  
 2025-09-12T00:01:56.000000666Z ,app, stdout , INFO request handled ok 232
 2025-09-12T00:01:56.000000709Z ,nginx, stdout , 172.17.0.229 - - [2025/09/12:00:01:56 +0000]   GET /health HTTP/1.1   200 950   -     k6/0.50  
 2025-09-12T00:01:56.000000942Z ,app, stdout , INFO request handled ok 233
 2025-09-12T00:01:57.000000220Z ,app, stdout , INFO request handled ok 235
 2025-09-12T00:01:57.000000291Z ,app, stdout , INFO request handled ok 234
 2025-09-12T00:01:57.000000350Z ,nginx, stdout , 172.17.0.186 - - [2025/09/12:00:01:57 +0000]   GET /health HTTP/1.1   200 1494   -     k6/0.50  
 2025-09-12T00:01:57.000000572Z ,nginx, stdout , 172.17.0.33 - - [2025/09/12:00:01:57 +0000]   GET /static/logo.png HTTP/1.1   200 403   -     k6/0.50  
 2025-09-12T00:01:57.000000577Z ,nginx, stdout , 172.17.0.23 - - [2025/09/12:00:01:57 +0000]   GET /login HTTP/1.1   404 1357   -     k6/0.50  
 2025-09-12T00:01:58.000000250Z ,app, stdout , INFO request handled ok 236
 2025-09-12T00:01:58.000000402Z ,nginx, stdout , 172.17.0.165 - - [2025/09/12:00:01:58 +0000]   GET /api HTTP/1.1   200 354   -     Mozilla/5.0  
 2025-09-12T00:01:58.000000415Z ,nginx, stdout , 172.17.0.121 - - [2025/09/12:00:01:58 +0000]   GET /api HTTP/1.1   404 792   -     Go-http-client/1.1  
 2025-09-12T00:01:58.000000447Z ,app, stdout , INFO request handled ok 237
 2025-09-12T00:01:58.000000671Z ,nginx, stdout , 172.17.0.188 - - [2025/09/12:00:01:58 +0000]   GET /login HTTP/1.1   200 850   -     Mozilla/5.0  
 2025-09-12T00:01:59.000000604Z ,nginx, stdout , 172.17.0.188 - - [2025/09/12:00:01:59 +0000]   GET /notfound HTTP/1.1   200 33   -     Mozilla/5.0  
 2025-09-12T00:01:59.000000615Z ,app, stdout , INFO request handled ok 238
 2025-09-12T00:01:59.000000832Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:01:59.000000845Z ,app, stdout , INFO request handled ok 239
 2025-09-12T00:01:59.000000961Z ,nginx, stdout , 172.17.0.148 - - [2025/09/12:00:01:59 +0000]   GET /health HTTP/1.1   200 1654   -     Mozilla/5.0  
 2025-09-12T00:02:00.000000087Z ,nginx, stdout , 172.17.0.135 - - [2025/09/12:00:02:00 +0000]   GET /health HTTP/1.1   404 530   -     Go-http-client/1.1  
 2025-09-12T00:02:00.000000228Z ,nginx, stdout , 172.17.0.57 - - [2025/09/12:00:02:00 +0000]   GET / HTTP/1.1   200 218   -     Go-http-client/1.1  
 2025-09-12T00:02:00.000000427Z ,app, stdout , INFO request handled ok 240
 2025-09-12T00:02:00.000000511Z ,app, stdout , INFO request handled ok 241
 2025-09-12T00:02:00.000000655Z ,nginx, stdout , 172.17.0.19 - - [2025/09/12:00:02:00 +0000]   GET /health HTTP/1.1   404 1623   -     k6/0.50  
 2025-09-12T00:02:01.000000094Z ,app, stdout , INFO request handled ok 242
 2025-09-12T00:02:01.000000433Z ,nginx, stdout , 172.17.0.161 - - [2025/09/12:00:02:01 +0000]   GET /login HTTP/1.1   200 1267   -     Go-http-client/1.1  
 2025-09-12T00:02:01.000000604Z ,app, stdout , INFO request handled ok 243
 2025-09-12T00:02:01.000000620Z ,nginx, stdout , 172.17.0.182 - - [2025/09/12:00:02:01 +0000]   GET /static/logo.png HTTP/1.1   200 218   -     k6/0.50  
 2025-09-12T00:02:01.000000890Z ,nginx, stdout , 172.17.0.200 - - [2025/09/12:00:02:01 +0000]   GET /api HTTP/1.1   200 1287   -     Go-http-client/1.1  
 2025-09-12T00:02:02.000000215Z ,nginx, stdout , 172.17.0.243 - - [2025/09/12:00:02:02 +0000]   GET /static/logo.png HTTP/1.1   404 1974   -     k6/0.50  
 2025-09-12T00:02:02.000000243Z ,nginx, stdout , 172.17.0.50 - - [2025/09/12:00:02:02 +0000]   GET /health HTTP/1.1   200 1586   -     Go-http-client/1.1  
 2025-09-12T00:02:02.000000365Z ,app, stdout , INFO request handled ok 245
 2025-09-12T00:02:02.000000829Z ,app, stdout , INFO request handled ok 244
 2025-09-12T00:02:02.000000901Z ,nginx, stdout , 172.17.0.205 - - [2025/09/12:00:02:02 +0000]   GET /health HTTP/1.1   404 841   -     k6/0.50  
 2025-09-12T00:02:03.000000213Z ,app, stdout , INFO request handled ok 246
 2025-09-12T00:02:03.000000587Z ,app, stdout , INFO request handled ok 247
 2025-09-12T00:02:03.000000819Z ,nginx, stdout , 172.17.0.51 - - [2025/09/12:00:02:03 +0000]   GET /health HTTP/1.1   200 1148   -     k6/0.50  
 2025-09-12T00:02:03.000000836Z ,nginx, stdout , 172.17.0.53 - - [2025/09/12:00:02:03 +0000]   GET /notfound HTTP/1.1   200 1388   -     k6/0.50  
 2025-09-12T00:02:03.000000966Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:02:04.000000279Z ,app, stdout , INFO request handled ok 248
 2025-09-12T00:02:04.000000635Z ,nginx, stdout , 172.17.0.230 - - [2025/09/12:00:02:04 +0000]   GET /notfound HTTP/1.1   200 500   -     Go-http-client/1.1  
 2025-09-12T00:02:04.000000639Z ,nginx, stdout , 172.17.0.246 - - [2025/09/12:00:02:04 +0000]   GET /login HTTP/1.1   200 119   -     k6/0.50  
 2025-09-12T00:02:04.000000730Z ,nginx, stdout , 172.17.0.221 - - [2025/09/12:00:02:04 +0000]   GET /api HTTP/1.1   404 1703   -     Mozilla/5.0  
 2025-09-12T00:02:04.000000970Z ,app, stdout , INFO request handled ok 249
 2025-09-12T00:02:05.000000066Z ,app, stdout , INFO request handled ok 250
 2025-09-12T00:02:05.000000311Z ,app, stdout , INFO request handled ok 251
 2025-09-12T00:02:05.000000397Z ,nginx, stdout , 172.17.0.146 - - [2025/09/12:00:02:05 +0000]   GET /static/logo.png HTTP/1.1   500 419   -     k6/0.50  
 2025-09-12T00:02:05.000000753Z ,nginx, stdout , 172.17.0.73 - - [2025/09/12:00:02:05 +0000]   GET / HTTP/1.1   200 1746   -     Go-http-client/1.1  
 2025-09-12T00:02:05.000000961Z ,nginx, stdout , 172.17.0.18 - - [2025/09/12:00:02:05 +0000]   GET /health HTTP/1.1   200 492   -     Go-http-client/1.1  
 2025-09-12T00:02:06.000000083Z ,nginx, stdout , 172.17.0.4 - - [2025/09/12:00:02:06 +0000]   GET /api HTTP/1.1   200 480   -     Mozilla/5.0  
 2025-09-12T00:02:06.000000187Z ,app, stdout , INFO request handled ok 253
 2025-09-12T00:02:06.000000214Z ,nginx, stdout , 172.17.0.111 - - [2025/09/12:00:02:06 +0000]   GET /login HTTP/1.1   200 1764   -     curl/8.4.0  
 2025-09-12T00:02:06.000000241Z ,nginx, stdout , 172.17.0.173 - - [2025/09/12:00:02:06 +0000]   GET /static/logo.png HTTP/1.1   200 359   -     curl/8.4.0  
 2025-09-12T00:02:06.000000727Z ,app, stdout , INFO request handled ok 252
 2025-09-12T00:02:07.000000272Z ,nginx, stdout , 172.17.0.159 - - [2025/09/12:00:02:07 +0000]   GET /static/logo.png HTTP/1.1   404 1782   -     Mozilla/5.0  
 2025-09-12T00:02:07.000000615Z ,app, stdout , INFO request handled ok 254
 2025-09-12T00:02:07.000000721Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:02:07.000000804Z ,nginx, stdout , 172.17.0.220 - - [2025/09/12:00:02:07 +0000]   GET / HTTP/1.1   200 1627   -     Mozilla/5.0  
 2025-09-12T00:02:07.000000977Z ,app, stdout , INFO request handled ok 255
